tm,watts,visibility,dewPoint,humidity,temperature,pressure,cloudCover,windSpeed,precipIntensity,precipProbability
2016-01-01 00:00:00,1.6002280677339185,10.0,24.54,0.63,36.0,1016.61,,7.94,0.0,0.0
2016-01-01 01:00:00,1.3701142105299706,10.0,24.15,0.62,35.73,1015.99,0.75,8.01,0.0,0.0
2016-01-01 02:00:00,1.3326508893827496,10.0,23.8,0.62,35.35,1015.83,,7.52,0.0,0.0
2016-01-01 03:00:00,1.3358466934660815,10.0,23.93,0.63,35.19,1015.82,,5.76,0.0,0.0
2016-01-01 04:00:00,1.354708170075585,10.0,24.11,0.63,35.33,1015.6,,7.18,0.0,0.0
2016-01-01 05:00:00,1.4220181773923977,10.0,24.12,0.64,35.04,1015.36,0.0,6.02,0.0,0.0
2016-01-01 06:00:00,1.461963481965643,10.0,24.24,0.65,34.69,1015.34,0.0,6.45,0.0,0.0
2016-01-01 07:00:00,1.4494660599416669,10.0,24.17,0.65,34.72,1015.5,0.6,5.55,0.0,0.0
2016-01-01 08:00:00,1.5466919005856719,10.0,24.56,0.66,34.75,1015.42,0.31,6.05,0.0,0.0
2016-01-01 09:00:00,1.7194049244637417,10.0,24.61,0.64,35.46,1015.55,,5.99,0.0,0.0
2016-01-01 10:00:00,1.770782582843275,10.0,24.66,0.62,36.45,1015.52,,6.34,0.0,0.0
2016-01-01 11:00:00,1.9022220687092106,10.0,24.75,0.62,36.66,1014.95,0.31,7.9,0.0014,0.03
2016-01-01 12:00:00,1.7945259015630117,10.0,23.82,0.58,37.07,1014.05,,10.05,0.0,0.0
2016-01-01 13:00:00,1.8379568372302628,10.0,23.59,0.58,36.94,1013.27,1.0,9.17,0.0,0.0
2016-01-01 14:00:00,1.6387090180314328,10.0,23.64,0.58,36.98,1012.66,,7.28,0.0,0.0
2016-01-01 15:00:00,1.819284018032748,9.24,23.76,0.6,36.41,1012.35,,6.98,0.0,0.0
2016-01-01 16:00:00,1.696534449322076,9.85,23.94,0.62,35.65,1012.32,,7.93,0.0,0.0
2016-01-01 17:00:00,1.7877237280748537,8.7,25.11,0.68,34.56,1012.45,0.31,7.4,0.0025,0.07
2016-01-01 18:00:00,1.9355975828460534,8.9,25.17,0.71,33.61,1012.76,,7.1,0.0025,0.07
2016-01-01 19:00:00,1.9170316642318705,8.21,24.68,0.72,32.77,1013.35,0.54,8.61,0.0,0.0
2016-01-01 20:00:00,1.8392987743649127,9.9,23.09,0.69,32.25,1013.47,0.19,8.25,0.0,0.0
2016-01-01 21:00:00,1.841462207598978,10.0,20.21,0.63,31.3,1013.6,0.17,8.28,0.0,0.0
2016-01-01 22:00:00,1.7734529093514626,10.0,18.76,0.61,30.61,1013.55,0.21,8.36,0.0,0.0
2016-01-01 23:00:00,1.7548453435688591,10.0,17.93,0.6,30.04,1013.74,0.17,8.65,0.0,0.0
2016-01-02 00:00:00,1.6967358674463455,10.0,17.66,0.61,29.6,1013.91,0.2,7.85,0.0,0.0
2016-01-02 01:00:00,1.7133848659903512,10.0,17.38,0.6,29.38,1013.97,0.23,8.21,0.0,0.0
2016-01-02 02:00:00,1.6273372855757304,10.0,17.58,0.63,28.53,1014.04,0.12,8.1,0.0,0.0
2016-01-02 03:00:00,1.6658418908435673,9.89,17.98,0.63,29.15,1014.13,0.22,7.74,0.0,0.0
2016-01-02 04:00:00,1.5422178167600875,10.0,18.41,0.64,29.14,1013.91,0.12,6.71,0.0,0.0
2016-01-02 05:00:00,1.603080397172807,10.0,18.87,0.66,28.96,1014.08,0.31,7.46,0.0,0.0
2016-01-02 06:00:00,1.6065718713426902,9.95,18.81,0.65,28.94,1014.47,0.31,6.69,0.0,0.0
2016-01-02 07:00:00,1.6212873927877194,10.0,18.4,0.65,28.71,1014.91,0.28,6.84,0.0,0.0
2016-01-02 08:00:00,1.6848932577983917,10.0,17.89,0.64,28.67,1015.26,0.21,8.23,0.0,0.0
2016-01-02 09:00:00,1.8665931627675438,10.0,17.63,0.58,30.68,1015.7,0.13,8.26,0.0,0.0
2016-01-02 10:00:00,1.9009415886940064,10.0,17.5,0.54,32.12,1016.0,0.12,9.91,0.0,0.0
2016-01-02 11:00:00,2.035628715882602,10.0,17.38,0.51,33.41,1015.61,0.28,10.38,0.0,0.0
2016-01-02 12:00:00,1.7321551145242682,10.0,17.46,0.49,34.84,1014.57,0.18,10.55,0.0,0.0
2016-01-02 13:00:00,1.7791822953263154,10.0,17.42,0.48,35.26,1014.1,0.31,11.68,0.0,0.0
2016-01-02 14:00:00,1.6710975584824561,10.0,17.46,0.47,35.75,1013.51,0.21,9.97,0.0,0.0
2016-01-02 15:00:00,1.6647960648195907,10.0,18.03,0.5,34.72,1013.55,0.22,11.31,0.0,0.0
2016-01-02 16:00:00,1.7313643153036558,10.0,18.27,0.52,34.04,1013.89,0.18,8.75,0.0,0.0
2016-01-02 17:00:00,1.7920676023387432,10.0,18.84,0.55,33.21,1013.93,0.09,6.94,0.0,0.0
2016-01-02 18:00:00,1.9085091837263155,10.0,19.31,0.57,32.8,1013.87,0.0,6.56,0.0,0.0
2016-01-02 19:00:00,1.8476277656016078,10.0,19.35,0.58,32.65,1014.17,0.65,6.53,0.0,0.0
2016-01-02 20:00:00,1.740148642788743,10.0,19.7,0.59,32.49,1014.05,0.31,6.3,0.0,0.0
2016-01-02 21:00:00,1.753739217839035,10.0,19.58,0.58,32.72,1013.7,,7.04,0.0,0.0
2016-01-02 22:00:00,1.7695622465897658,10.0,19.78,0.59,32.66,1012.82,,6.73,0.0,0.0
2016-01-02 23:00:00,1.6784871783622812,10.0,19.68,0.6,32.1,1012.31,,6.94,0.0,0.0
2016-01-03 00:00:00,1.751702470766082,10.0,19.92,0.61,31.7,1011.85,0.31,6.31,0.0,0.0
2016-01-03 01:00:00,1.534716730018421,10.0,19.96,0.63,31.09,1011.42,0.33,7.23,0.0,0.0
2016-01-03 02:00:00,1.5846762207595027,10.0,19.69,0.64,30.53,1010.85,0.09,7.28,0.0,0.0
2016-01-03 03:00:00,1.5540437962947369,10.0,19.47,0.65,29.71,1010.27,0.16,6.87,0.0,0.0
2016-01-03 04:00:00,1.571202017539767,10.0,19.24,0.66,29.21,1009.32,0.06,6.5,0.0,0.0
2016-01-03 05:00:00,1.6219662158859653,10.0,19.39,0.68,28.66,1008.98,0.04,7.16,0.0,0.0
2016-01-03 06:00:00,1.602361505843128,10.0,19.54,0.72,27.46,1008.62,0.0,7.08,0.0,0.0
2016-01-03 07:00:00,1.6811345419146202,10.0,19.7,0.73,27.24,1008.43,0.04,6.17,0.0,0.0
2016-01-03 08:00:00,1.790635309450293,10.0,20.7,0.73,28.19,1008.7,0.18,6.83,0.0,0.0
2016-01-03 09:00:00,1.8572009502918136,10.0,21.56,0.68,30.95,1008.99,0.11,7.93,0.0,0.0
2016-01-03 10:00:00,2.016727392788889,10.0,22.22,0.61,34.09,1008.8,0.04,8.82,0.0,0.0
2016-01-03 11:00:00,1.803412144253071,10.0,22.23,0.55,36.67,1008.29,0.08,8.7,0.0,0.0
2016-01-03 12:00:00,1.9351515009692979,10.0,22.48,0.54,37.64,1007.41,0.13,9.63,0.0,0.0
2016-01-03 13:00:00,1.9039586208580408,10.0,22.49,0.51,39.0,1006.86,0.29,12.17,0.0,0.0
2016-01-03 14:00:00,1.818191474172368,10.0,22.62,0.5,39.5,1006.79,0.26,11.62,0.0,0.0
2016-01-03 15:00:00,1.678610733432017,10.0,22.67,0.51,39.16,1007.13,0.25,9.18,0.0,0.0
2016-01-03 16:00:00,1.7094728460014617,10.0,22.9,0.53,38.34,1007.69,0.2,8.13,0.0,0.0
2016-01-03 17:00:00,1.7675584624812857,10.0,22.96,0.56,37.15,1008.19,0.22,7.5,0.0,0.0
2016-01-03 18:00:00,1.8882232651150581,10.0,23.02,0.6,35.7,1008.85,0.1,5.79,0.0,0.0
2016-01-03 19:00:00,1.9284840375250012,10.0,23.79,0.66,34.02,1009.39,0.18,5.14,0.0,0.0
2016-01-03 20:00:00,1.8492814083850886,10.0,23.53,0.65,33.94,1009.9,0.22,5.97,0.0,0.0
2016-01-03 21:00:00,1.9250147197818714,10.0,23.68,0.69,32.7,1010.07,0.21,5.02,0.0,0.0
2016-01-03 22:00:00,1.7951100316808477,9.79,23.62,0.72,31.71,1010.01,0.02,5.43,0.0,0.0
2016-01-03 23:00:00,1.737879478552778,9.78,23.45,0.75,30.35,1010.09,0.08,5.72,0.0,0.0
2016-01-04 00:00:00,1.7073210453242698,9.6,22.94,0.81,27.93,1010.22,0.09,3.75,0.0,0.0
2016-01-04 01:00:00,1.7602995077885963,9.75,22.37,0.8,27.73,1010.28,0.11,5.9,0.0,0.0
2016-01-04 02:00:00,1.548514541906725,9.92,21.96,0.8,27.24,1010.51,0.2,6.14,0.0,0.0
2016-01-04 03:00:00,1.583210043859649,9.83,20.68,0.72,28.39,1011.5,0.19,9.1,0.0,0.0
2016-01-04 04:00:00,1.5391681505891814,9.75,18.48,0.68,27.6,1011.83,0.11,12.18,0.0,0.0
2016-01-04 05:00:00,1.5649932821577484,9.68,17.23,0.65,27.55,1012.32,,10.72,0.0,0.0
2016-01-04 06:00:00,1.7473572490245617,9.79,15.3,0.64,25.63,1013.31,0.31,11.04,0.0,0.0
2016-01-04 07:00:00,1.8966404288463454,9.89,13.64,0.63,24.3,1014.53,0.44,11.07,0.0,0.0
2016-01-04 08:00:00,2.1270513206631576,9.63,11.89,0.63,22.48,1015.48,0.08,11.19,0.0,0.0
2016-01-04 09:00:00,2.0785115643233913,9.27,10.26,0.61,21.72,1016.24,0.17,12.89,0.0,0.0
2016-01-04 10:00:00,2.162513896196491,9.6,8.91,0.58,21.16,1017.28,0.0,11.8,0.0,0.0
2016-01-04 11:00:00,2.2588955458021935,9.73,7.72,0.56,21.09,1017.53,0.0,12.23,0.0,0.0
2016-01-04 12:00:00,2.256417251463597,9.8,6.52,0.52,21.45,1017.27,0.21,12.37,0.0,0.0
2016-01-04 13:00:00,2.0706337256346488,9.77,5.98,0.5,21.62,1017.37,0.34,10.6,0.0,0.0
2016-01-04 14:00:00,1.965256062382748,9.73,5.38,0.49,21.32,1017.62,0.14,12.1,0.0,0.0
2016-01-04 15:00:00,2.04215740985,9.83,3.64,0.48,20.3,1018.69,0.11,12.61,0.0,0.0
2016-01-04 16:00:00,2.189353401559796,10.0,2.06,0.49,18.16,1019.92,0.03,13.69,0.0,0.0
2016-01-04 17:00:00,2.3973990911268994,10.0,0.96,0.52,15.5,1021.38,0.05,14.65,0.0,0.0
2016-01-04 18:00:00,2.575971708089912,10.0,-0.72,0.52,13.51,1022.8,0.05,13.51,0.0,0.0
2016-01-04 19:00:00,2.7281116885969303,10.0,-1.54,0.54,11.92,1024.41,0.13,11.98,0.0,0.0
2016-01-04 20:00:00,2.80600584795117,10.0,-1.71,0.56,10.72,1025.81,0.08,13.29,0.0,0.0
2016-01-04 21:00:00,2.825371944442103,10.0,-2.87,0.56,9.56,1026.85,0.15,13.03,0.0,0.0
2016-01-04 22:00:00,2.6383607699788025,10.0,-3.63,0.56,8.65,1027.87,0.05,12.86,0.0,0.0
2016-01-04 23:00:00,2.6487773416133034,10.0,-4.27,0.58,7.45,1028.74,0.07,11.79,0.0,0.0
2016-01-05 00:00:00,2.5639716837263165,10.0,-5.2,0.58,6.57,1029.27,0.02,11.16,0.0,0.0
2016-01-05 01:00:00,2.4041328849940045,10.0,-5.34,0.58,6.27,1029.82,0.0,10.65,0.0,0.0
2016-01-05 02:00:00,2.43624410575073,10.0,-5.42,0.59,5.71,1030.67,0.0,9.79,0.0,0.0
2016-01-05 03:00:00,2.475557356236842,10.0,-5.47,0.6,5.34,1031.53,0.02,8.12,0.0,0.0
2016-01-05 04:00:00,2.3944345102365494,10.0,-5.22,0.61,5.09,1032.02,0.01,6.95,0.0,0.0
2016-01-05 05:00:00,2.4404655847992682,10.0,-5.03,0.63,4.9,1032.68,0.0,7.36,0.0,0.0
2016-01-05 06:00:00,2.5500744712489753,10.0,-4.97,0.63,4.77,1033.65,0.0,7.76,0.0,0.0
2016-01-05 07:00:00,2.763338669583333,10.0,-4.9,0.64,4.62,1034.49,0.0,7.19,0.0,0.0
2016-01-05 08:00:00,2.910669987818422,10.0,-4.59,0.63,5.08,1035.32,0.0,6.32,0.0,0.0
2016-01-05 09:00:00,2.8716404995150597,10.0,-3.73,0.58,8.11,1036.02,0.02,7.85,0.0,0.0
2016-01-05 10:00:00,2.6455554215479524,10.0,-3.25,0.51,11.26,1036.34,0.0,7.02,0.0,0.0
2016-01-05 11:00:00,2.4350485331364022,10.0,-3.14,0.44,14.72,1036.24,0.0,6.98,0.0,0.0
2016-01-05 12:00:00,2.3260211159834787,10.0,-3.2,0.38,17.97,1035.45,0.0,6.14,0.0,0.0
2016-01-05 13:00:00,2.34937127436535,10.0,-4.13,0.33,20.37,1034.85,0.0,6.23,0.0,0.0
2016-01-05 14:00:00,2.1218420614049713,10.0,-2.82,0.32,22.42,1034.35,0.0,7.82,0.0,0.0
2016-01-05 15:00:00,2.2344412573055554,10.0,-3.49,0.3,23.66,1034.48,0.0,5.31,0.0,0.0
2016-01-05 16:00:00,2.332282134504533,10.0,-2.2,0.32,23.17,1035.22,0.0,2.76,0.0,0.0
2016-01-05 17:00:00,2.5399551681258767,10.0,-1.62,0.38,19.78,1035.83,0.0,3.12,0.0,0.0
2016-01-05 18:00:00,2.6602248148115493,10.0,1.71,0.5,17.09,1036.07,0.0,3.39,0.0,0.0
2016-01-05 19:00:00,2.6493716788514634,10.0,3.05,0.6,14.45,1036.27,0.0,3.5,0.0,0.0
2016-01-05 20:00:00,2.5695285160751467,10.0,3.94,0.65,13.45,1036.17,0.0,3.36,0.0,0.0
2016-01-05 21:00:00,2.4605550048691516,9.92,3.51,0.67,12.43,1036.11,0.0,3.19,0.0,0.0
2016-01-05 22:00:00,2.495094544344151,10.0,3.84,0.71,11.54,1036.19,0.0,3.92,0.0,0.0
2016-01-05 23:00:00,2.36613460769576,10.0,3.64,0.71,11.16,1035.97,0.0,2.39,0.0,0.0
2016-01-06 00:00:00,2.267516250000878,10.0,3.58,0.73,10.5,1035.56,0.0,4.63,0.0,0.0
2016-01-06 01:00:00,2.289929605264766,9.91,3.67,0.75,9.92,1034.91,0.0,2.57,0.0,0.0
2016-01-06 02:00:00,2.3255346320630115,10.0,2.89,0.73,9.68,1034.74,0.0,4.16,0.0,0.0
2016-01-06 03:00:00,2.3444819347035084,9.88,3.29,0.77,8.96,1034.7,0.0,1.84,0.0,0.0
2016-01-06 04:00:00,2.318371040450146,9.85,2.06,0.73,8.94,1034.49,0.0,6.56,0.0,0.0
2016-01-06 05:00:00,2.364912538982456,9.8,0.69,0.71,7.97,1034.21,0.0,1.05,0.0,0.0
2016-01-06 06:00:00,2.4821409356701762,9.89,0.89,0.72,8.03,1034.4,0.0,2.17,0.0,0.0
2016-01-06 07:00:00,2.724856959071491,10.0,0.6,0.74,7.23,1034.47,0.0,1.25,0.0,0.0
2016-01-06 08:00:00,2.8326484917213444,9.56,1.12,0.71,8.52,1034.39,0.0,3.47,0.0,0.0
2016-01-06 09:00:00,2.6259701705654974,9.79,5.85,0.69,14.09,1034.21,0.02,4.84,0.0,0.0
2016-01-06 10:00:00,2.4289069249507294,9.89,8.24,0.58,20.55,1034.17,0.02,4.76,0.0,0.0
2016-01-06 11:00:00,2.3689656700777766,10.0,8.72,0.45,27.31,1033.44,0.02,5.58,0.0,0.0
2016-01-06 12:00:00,2.335814727097076,10.0,6.83,0.33,32.51,1032.17,0.02,5.43,0.0,0.0
2016-01-06 13:00:00,1.9224851486352341,10.0,4.56,0.26,36.2,1031.03,0.03,6.59,0.0,0.0
2016-01-06 14:00:00,1.8286425219239768,10.0,3.64,0.23,38.55,1029.83,0.02,6.88,0.0,0.0
2016-01-06 15:00:00,1.8627136647159364,10.0,3.14,0.21,39.67,1029.29,0.03,6.23,0.0,0.0
2016-01-06 16:00:00,1.9366581773831866,10.0,3.85,0.23,37.9,1029.31,0.03,6.32,0.0,0.0
2016-01-06 17:00:00,2.1903112426915197,10.0,6.97,0.34,31.84,1029.29,0.0,5.16,0.0,0.0
2016-01-06 18:00:00,2.175413681775293,9.95,8.91,0.45,27.55,1029.55,0.0,4.2,0.0,0.0
2016-01-06 19:00:00,2.1907997733849416,9.89,10.02,0.52,25.09,1029.65,0.0,4.43,0.0,0.0
2016-01-06 20:00:00,2.431776064817105,10.0,9.67,0.53,24.18,1029.61,0.0,4.06,0.0,0.0
2016-01-06 21:00:00,2.341799814822808,10.0,9.6,0.57,22.58,1029.47,0.0,4.98,0.0,0.0
2016-01-06 22:00:00,2.171121773885234,10.0,9.81,0.6,21.55,1029.51,0.0,4.11,0.0,0.0
2016-01-06 23:00:00,2.1340647465864033,10.0,9.89,0.63,20.55,1029.13,0.0,4.35,0.0,0.0
2016-01-07 00:00:00,2.105501147659795,9.96,9.85,0.67,18.88,1028.42,0.0,1.16,0.0,0.0
2016-01-07 01:00:00,2.077707166174562,10.0,9.03,0.69,17.33,1027.86,0.0,2.91,0.0,0.0
2016-01-07 02:00:00,2.063217122322368,10.0,8.99,0.73,16.04,1027.5,0.0,1.85,0.0,0.0
2016-01-07 03:00:00,2.140414727095029,8.52,8.86,0.75,15.34,1027.3,0.0,3.31,0.0,0.0
2016-01-07 04:00:00,2.0831737743744148,10.0,8.12,0.76,14.2,1027.21,0.0,3.06,0.0,0.0
2016-01-07 05:00:00,2.1952318810947364,10.0,7.25,0.77,13.15,1027.5,0.02,1.25,0.0,0.0
2016-01-07 06:00:00,2.322383791428071,10.0,7.49,0.78,12.91,1027.98,0.02,0.58,0.0,0.0
2016-01-07 07:00:00,2.4376462768004385,9.9,6.73,0.79,11.86,1028.2,0.02,1.21,0.0,0.0
2016-01-07 08:00:00,2.577242624265788,9.79,8.07,0.78,13.62,1028.03,0.01,2.45,0.0,0.0
2016-01-07 09:00:00,2.3841371515593575,9.95,11.81,0.71,19.51,1028.24,0.0,4.25,0.0,0.0
2016-01-07 10:00:00,2.3608275073062863,9.95,13.08,0.61,24.66,1028.18,0.06,2.24,0.0,0.0
2016-01-07 11:00:00,2.123767127185234,9.83,13.45,0.51,29.53,1027.41,0.0,4.48,0.0,0.0
2016-01-07 12:00:00,2.1332221466926895,9.95,11.44,0.38,34.11,1026.05,0.0,4.1,0.0,0.0
2016-01-07 13:00:00,1.8827231018529242,10.0,9.68,0.31,37.45,1024.9,0.05,1.36,0.0,0.0
2016-01-07 14:00:00,1.7094965789469296,10.0,9.41,0.28,39.57,1024.04,0.0,1.82,0.0,0.0
2016-01-07 15:00:00,1.7409161939539468,10.0,8.25,0.25,40.98,1024.16,0.02,1.15,0.0,0.0
2016-01-07 16:00:00,1.8442150584789474,10.0,11.89,0.33,38.08,1024.3,0.0,1.15,0.0,0.0
2016-01-07 17:00:00,2.0525882967875724,10.0,13.37,0.48,30.65,1024.75,0.02,0.74,0.0,0.0
2016-01-07 18:00:00,2.1203054093577487,10.0,13.7,0.58,26.52,1025.18,0.0,2.49,0.0,0.0
2016-01-07 19:00:00,2.06167289229386,10.0,13.38,0.63,24.1,1025.6,0.0,2.93,0.0,0.0
2016-01-07 20:00:00,2.085967344058187,10.0,13.66,0.68,22.75,1025.77,0.0,3.97,0.0,0.0
2016-01-07 21:00:00,2.183419688110672,9.92,13.36,0.71,21.3,1025.25,0.0,3.11,0.0,0.0
2016-01-07 22:00:00,2.1764373245635973,9.95,13.58,0.75,20.36,1024.91,0.0,3.54,0.0,0.0
2016-01-07 23:00:00,2.149166059939475,9.81,13.33,0.78,19.18,1024.79,0.0,4.26,0.0,0.0
2016-01-08 00:00:00,2.202659961010527,9.86,12.85,0.78,18.49,1024.47,0.0,3.05,0.0,0.0
2016-01-08 01:00:00,2.094919856233187,9.9,12.67,0.8,17.75,1024.31,0.0,3.74,0.0,0.0
2016-01-08 02:00:00,2.0684103947321635,9.52,12.47,0.81,17.17,1024.4,0.0,4.37,0.0,0.0
2016-01-08 03:00:00,2.016562958092252,9.81,12.66,0.81,17.5,1024.32,0.02,3.94,0.0,0.0
2016-01-08 04:00:00,2.1426089278741225,9.8,12.72,0.81,17.66,1024.2,0.02,4.73,0.0,0.0
2016-01-08 05:00:00,2.02519843567076,9.76,12.34,0.8,17.31,1024.48,0.05,5.07,0.0,0.0
2016-01-08 06:00:00,2.1638762085808474,9.91,12.54,0.8,17.53,1025.23,0.1,5.59,0.0,0.0
2016-01-08 07:00:00,2.418264234892544,9.64,12.99,0.82,17.64,1025.29,0.05,5.37,0.0,0.0
2016-01-08 08:00:00,2.389472867932603,9.6,14.62,0.8,19.82,1025.21,0.16,4.08,0.0,0.0
2016-01-08 09:00:00,2.3119362987340635,9.8,18.59,0.75,25.36,1025.7,0.09,3.46,0.0,0.0
2016-01-08 10:00:00,2.133196230503362,10.0,21.42,0.68,30.73,1025.98,0.07,5.35,0.0,0.0
2016-01-08 11:00:00,2.146167872811111,9.95,22.74,0.62,34.31,1025.58,0.13,5.01,0.0,0.0
2016-01-08 12:00:00,2.190639914718275,10.0,23.82,0.62,35.52,1025.16,0.0,5.07,0.0,0.0
2016-01-08 13:00:00,1.9692482651032162,10.0,24.99,0.61,37.0,1024.8,0.32,5.28,0.0,0.0
2016-01-08 14:00:00,1.86424290935,10.0,26.23,0.64,37.22,1024.28,0.31,5.82,0.0,0.0
2016-01-08 15:00:00,1.9247167641292398,10.0,26.36,0.65,36.9,1024.33,0.0,5.39,0.0,0.0
2016-01-08 16:00:00,1.9129671198871347,10.0,26.78,0.69,36.09,1024.13,0.31,4.29,0.0,0.0
2016-01-08 17:00:00,2.022124731972806,10.0,27.25,0.72,35.28,1024.07,,4.96,0.0,0.0
2016-01-08 18:00:00,2.0327078533157894,10.0,27.73,0.75,34.74,1024.4,0.31,4.33,0.0,0.0
2016-01-08 19:00:00,2.1310345735823106,9.84,28.11,0.76,34.76,1024.44,0.72,5.1,0.0,0.0
2016-01-08 20:00:00,1.9463641642292402,10.0,28.57,0.79,34.55,1024.51,0.0,4.93,0.0,0.0
2016-01-08 21:00:00,1.9059513279725153,10.0,28.78,0.78,34.88,1024.66,0.31,2.41,0.0,0.0
2016-01-08 22:00:00,1.8482386354769014,10.0,28.71,0.78,34.98,1024.54,,2.78,0.0,0.0
2016-01-08 23:00:00,1.9232841666659348,9.6,28.57,0.79,34.42,1025.02,,2.64,0.0,0.0
2016-01-09 00:00:00,1.70648360867617,8.63,28.75,0.79,34.5,1024.8,0.31,4.6,0.0,0.0
2016-01-09 01:00:00,1.5534360428836247,8.2,29.6,0.82,34.42,1024.22,1.0,4.31,0.0011,0.02
2016-01-09 02:00:00,1.5669734990267536,8.54,29.84,0.84,34.08,1024.16,,3.7,0.0,0.0
2016-01-09 03:00:00,1.516273135967544,8.14,30.08,0.85,34.04,1024.1,0.31,3.62,0.0,0.0
2016-01-09 04:00:00,1.4649803386931288,8.02,30.56,0.87,34.07,1023.71,,4.19,0.0,0.0
2016-01-09 05:00:00,1.4916502046801172,8.07,30.44,0.86,34.12,1023.53,,3.71,0.0,0.0
2016-01-09 06:00:00,1.5085244956127202,7.82,30.73,0.87,34.25,1023.72,,2.55,0.0,0.0
2016-01-09 07:00:00,1.555785180313451,7.18,30.87,0.88,34.03,1023.67,0.75,2.25,0.0,0.0
2016-01-09 08:00:00,1.756053494147953,7.33,31.3,0.88,34.53,1023.72,,3.05,0.0,0.0
2016-01-09 09:00:00,1.9046499439635969,8.21,31.61,0.85,35.59,1024.05,,3.28,0.001,0.01
2016-01-09 10:00:00,1.9514213742732454,8.94,32.1,0.82,37.14,1024.9,,2.85,0.0,0.0
2016-01-09 11:00:00,2.016187256337281,9.09,32.64,0.79,38.61,1024.7,,4.21,0.0,0.0
2016-01-09 12:00:00,1.6697624926902055,8.99,32.98,0.76,39.77,1023.37,,4.04,0.0,0.0
2016-01-09 13:00:00,1.6608098196907881,9.28,32.93,0.73,40.74,1022.79,1.0,4.63,0.0,0.0
2016-01-09 14:00:00,1.584875489761843,9.23,32.91,0.72,41.15,1022.61,,5.03,0.0,0.0
2016-01-09 15:00:00,1.577073832845761,9.21,33.15,0.73,41.22,1022.04,0.31,4.82,0.0,0.0
2016-01-09 16:00:00,1.5145814790426897,8.85,33.08,0.75,40.52,1022.17,0.2,3.56,0.0,0.0
2016-01-09 17:00:00,1.6953981944422516,8.29,32.84,0.79,38.8,1022.49,0.0,3.94,0.0,0.0
2016-01-09 18:00:00,1.797155577488596,8.0,32.88,0.81,38.22,1022.91,,4.12,0.0,0.0
2016-01-09 19:00:00,1.7064276315799707,7.92,33.1,0.84,37.4,1023.46,1.0,4.1,0.0,0.0
2016-01-09 20:00:00,1.6231705458023382,7.72,32.89,0.85,36.99,1023.25,0.31,3.38,0.0,0.0
2016-01-09 21:00:00,1.645083230989474,7.7,32.79,0.86,36.53,1023.08,,4.2,0.0,0.0
2016-01-09 22:00:00,1.7559507212473686,7.4,32.79,0.88,36.13,1022.82,,5.2,0.0,0.0
2016-01-09 23:00:00,1.5234433479485372,7.13,33.24,0.89,36.04,1022.07,,3.85,0.0,0.0
2016-01-10 00:00:00,1.5118859161793865,7.02,33.51,0.89,36.33,1021.28,,3.81,0.0,0.0
2016-01-10 01:00:00,1.506801052631872,7.23,33.59,0.9,36.33,1020.31,1.0,4.57,0.0,0.0
2016-01-10 02:00:00,1.4454514205685678,6.56,34.14,0.9,36.84,1019.37,,5.85,0.0,0.0
2016-01-10 03:00:00,1.4186450414225147,7.25,34.11,0.9,36.77,1018.76,,2.97,0.0,0.0
2016-01-10 04:00:00,1.3427859454210516,6.35,34.45,0.9,37.19,1017.98,,6.34,0.0,0.0
2016-01-10 05:00:00,1.3994564961021934,7.5,35.23,0.9,37.97,1015.8,,6.57,0.0,0.0
2016-01-10 06:00:00,1.381432032169445,7.52,36.34,0.89,39.19,1014.47,0.31,6.19,0.0015,0.03
2016-01-10 07:00:00,1.4096911379135968,6.09,37.42,0.91,39.93,1012.83,1.0,6.55,0.0089,0.47
2016-01-10 08:00:00,1.5775174488282158,5.1,38.75,0.91,41.24,1010.9,,6.39,0.0515,0.73
2016-01-10 09:00:00,1.7793244054635962,4.93,40.7,0.88,43.89,1008.98,,8.84,0.0556,0.74
2016-01-10 10:00:00,1.7542330628643275,3.73,43.71,0.89,46.86,1006.27,,8.69,0.0769,0.77
2016-01-10 11:00:00,1.732999970763158,2.9,46.13,0.91,48.61,1003.34,,5.09,0.1597,0.84
2016-01-10 12:00:00,1.8122541057523394,3.86,47.28,0.91,49.78,1000.28,,3.7,0.0902,0.79
2016-01-10 13:00:00,1.7049788693934207,4.51,48.04,0.9,50.75,997.49,1.0,5.44,0.0617,0.75
2016-01-10 14:00:00,1.5158982261188592,5.41,50.38,0.9,53.24,995.02,,7.64,0.0332,0.67
2016-01-10 15:00:00,1.5753182212472217,5.37,51.01,0.91,53.49,993.67,,7.54,0.0292,0.66
2016-01-10 16:00:00,1.448096008772807,6.04,52.33,0.9,55.08,992.18,0.31,10.22,0.0079,0.4
2016-01-10 17:00:00,1.5210220662795322,6.56,50.87,0.88,54.3,991.19,0.31,10.24,0.0126,0.54
2016-01-10 18:00:00,1.511935847953216,8.54,47.51,0.85,51.97,991.77,0.31,11.87,0.049,0.72
2016-01-10 19:00:00,1.5099465009691535,9.84,45.76,0.86,49.83,992.27,0.27,6.85,0.0241,0.63
2016-01-10 20:00:00,1.3811910916153507,9.43,43.64,0.84,48.15,992.56,0.1,8.6,0.0011,0.02
2016-01-10 21:00:00,1.3343846783638889,9.28,42.24,0.83,47.07,993.09,0.2,8.06,0.0,0.0
2016-01-10 22:00:00,1.4023830799241235,8.78,38.66,0.81,44.15,993.95,0.11,7.98,0.0024,0.07
